bottleneck_strength_domestic,bottleneck_strength_wild,bottleneck_time_domestic,bottleneck_time_wild,captive_time,div_time,mig_length_post_split,mig_length_wild,mig_rate_captive,mig_rate_post_split,mig_rate_wild,pop_size_wild_1,pop_size_wild_2,pop_size_captive,pop_size_domestic_1,pop_size_domestic_2
7252.396579482343,63162.197100821664,3773.2916537579117,3447.2207251348177,18.919049906644865,58974.87102020795,5946.732536918916,11.059514251227172,0.07447777018746843,0.01645299899579381,0.04177429096006786,5527.406971354872,6323.998499643446,52.891977570516545,6777.936397118749,11517.516141018787
2468.656933013317,16385.09528848872,3775.789058110483,4755.137314382029,10.075879598160213,66023.96585140577,2672.099864701496,12.023123233312033,0.05048084797078171,0.0029036840397275586,0.04195187502907909,7544.645085940686,8084.842582634168,116.11139963241862,8056.921130787309,9550.753698517965
13647.374756814112,2087.0748212889434,3417.811499800117,3230.3722969393366,14.032577018662185,42589.461790476606,2189.672880113903,23.477946827874778,0.1168454770741468,0.006140269721512287,0.05993699882579933,5958.136025801454,8506.767425897566,47.14843606058826,9402.999488013567,14954.706786757159
48361.373684641614,36728.83200379633,3878.7086100825304,3821.915277043419,19.241669009370444,59459.68305734703,352.4878750709698,24.611240691999583,0.0518018550858554,0.005685151660219089,0.11299537346377174,5015.840528549269,13873.534466084593,72.02565033307793,7884.615987395105,9747.202806991725
9469.497236820393,2510.0209455600066,2717.520186081102,4533.320510756696,15.59663039252934,43183.261096563794,2538.571206712866,6.842898656546365,0.0410000774810774,0.0357370397030183,0.09234363084159875,5228.809636474636,6847.766668617897,69.4520211696977,6636.544101784199,10839.187161724198
5237.011978765621,13284.580288053096,3684.3651764107976,3190.7681140026934,12.84300137975747,62382.70513792114,13020.153603863604,13.42033192991197,0.03523003757916965,0.05759121402920972,0.10933309613476277,5520.7828607490555,9196.122203605526,118.99788469763294,7254.597973126718,9038.35198972312
13114.47344725021,59167.38394042504,2820.502744027546,3134.1429856545965,23.28299594420715,53897.20556148565,12904.62065486429,19.214877556392764,0.09531372557516551,0.02204375718557869,0.17988182052357185,4860.197213411679,11591.275192276382,125.67836296089347,3508.093369830494,10763.494508919715
28208.08124228609,6575.7891391362145,4087.5142549989587,3226.1324147029363,14.911387494355537,56287.8471313611,19629.9198052326,4.848975227062434,0.10086621236971226,0.03157596480376955,0.052904851427594525,5535.419839406362,7849.488831567778,72.56770860840902,4308.546186390595,11246.459887934887
48661.242655108545,15015.887642743235,3856.0290435223837,2734.1505318682375,14.215659449275128,44048.55099524737,2068.2482153068954,12.765379860820499,0.05081269419278114,0.028673953577965903,0.06676737846285484,7256.625357256051,8176.873690492919,197.11233470975242,9256.482163113184,7536.822962052558
20271.993294440817,1028.037633819391,2648.6489324194135,2671.1299934056005,17.676408745905757,44617.78145001913,3343.8552677633943,20.35813080868814,0.0880547124728008,0.015317858638575106,0.10573617543173808,5721.834756334572,8020.870002134859,241.1950829435281,9045.030447810559,10859.651118190643
17512.19553866035,2267.7377248155794,2988.02163610941,4051.9287325646505,11.027558869763167,57942.179816585434,193.85499218637904,28.379293873253925,0.06312163764914676,0.011490045395092989,0.05422254143659051,5600.645491357455,7841.843389105256,159.80013257333053,6679.053848189807,13200.014378585338
26597.357352466664,12773.551201059552,3818.3676738712743,3712.37747199535,21.173253274472046,54082.283453236734,10183.756034652231,11.243332522010668,0.02923055259338181,0.04374108991803532,0.067859667085803,4766.39290686105,9132.972281569575,67.12034085417727,6392.929326353834,12680.764162742014
33837.75190409648,6204.894689865292,2819.5311280059414,2612.855844911165,13.217641284910757,58442.7092075806,24722.699835825726,13.531650052343984,0.044483340240076705,0.02486175325713388,0.169937802402335,6113.554948855572,7400.881758519795,78.96339213944279,7158.689647413637,7073.817801044347
4363.143480917391,50590.40041856745,3008.479292927829,2965.4243252682804,24.241122114893287,60597.12613580635,278.9959533069842,15.941444738983963,0.05556575926503004,0.012354979761320134,0.07453975683616142,5880.0324714879935,11119.382599431623,232.8529061432516,5775.483291175173,9308.301898331329
5196.761203403428,30290.637041955117,3005.746719618569,3319.6208335047027,17.88917124496807,60164.607624084536,6063.696190332228,13.513797626645024,0.06332499924648045,0.026383353144197583,0.05818654441430484,7860.125104956792,10959.895208571466,144.77520099499026,3590.808336755536,9338.226365941937
39917.62776866272,11156.856265342496,4217.365807619727,3878.2805689043457,12.14320855390808,41836.860147286956,2168.6529335981327,15.967907191890507,0.09379335260998663,0.0179973908536347,0.09350694455519426,5100.910858066529,7993.045188138036,133.274066724134,5937.527478032793,10470.789301146064
3256.896162008245,3349.691256933225,2367.84517109784,3864.4127348744337,17.533181002493205,78524.46276240084,3627.9250419273717,7.682303075216199,0.07588499235626313,0.020593128312542102,0.2507572381898546,3926.117467693456,11500.81757414437,240.95025852394727,10821.026294736577,9428.534436646185
8042.801241720327,8557.636171287342,2747.2915605222047,3181.2498754756584,19.730232935269104,63131.83790902287,12653.537973934588,17.70469469396729,0.15263630664029978,0.01421890364616586,0.10136979472649955,5843.025854665505,7887.4802386113315,151.57056333702053,5912.871441786019,9617.92676289965
49143.563514277615,18975.60843720401,4545.65316230809,3058.8444203126255,13.75266279250692,92357.49322648952,24073.89529866773,17.554846008121164,0.031072800443281267,0.05036306873902935,0.13474297249125367,5320.054205165305,9517.778565223594,118.6406778113247,8105.015901705498,10302.239033539956
96373.72637945497,12625.061406483874,3446.4325071103835,3755.3546000519223,20.00355003910839,53175.291108120524,5318.358334323766,16.6204170823236,0.11220357929669675,0.0664018145131209,0.09927610268056697,8941.248012476111,5648.415952873422,69.69317921850602,5541.977817734102,9835.088644137883
3744.769698769269,33087.96165644418,2690.400086954941,3160.48268696162,9.387721495678287,72861.9870915307,13369.02526069803,8.00779269768076,0.1072345526035132,0.029020022419221823,0.052518505170244395,8791.030738853107,7394.924085431339,195.59270639685613,9386.27142982092,10963.335513872546
4161.58808524685,91619.78856383797,4580.802045835224,2909.3157987253194,21.231832102434044,66292.446244136,1280.7076434051196,6.571451331919334,0.07907966356219107,0.009541014840658057,0.09590904299316455,7403.051574566373,9953.451710189696,147.68761021739456,6228.179259244532,9032.627814108142
